death;dood;;;;;
december;december;;;;;
decide;besluiten;;;;;
dentist;tandarts;;;;;
determination;vastberadenheid;;;;;
determined;vastbesloten;;;;;
die;overlijden;;;;;
disco;discotheek;;;;;
discover;ontdekken;;;;;
dish;gerecht;;;;;
dishonest;oneerlijk;;;;;
disorganised;ongeorganiseerd;;;;;
doctor;dokter;;;;;
drama;toneel;;;;;
dreadful;vreselijk;;;;;
dream;dromen;;;;;
dream;droom;;;;;
dress;jurk;;;;;
drive;rijden;;;;;
dull;saai;;;;;
easy;gemakkelijk;;;;;
eat;eten;;;;;
engineer;ingenieur;;;;;
equipment;benodigdheden;;;;;
escape;ontsnappen;;;;;
every;elk;;;;;
exam;examen;;;;;
excellent;voortreffelijk;;;;;
excited;opgewonden;;;;;
exciting;spannend;;;;;
exercise;oefening;;;;;
expensive;duur;;;;;
famous;bekend;;;;;
fan;fan;;;;;
farm;boerderij;;;;;
farmer;boer;;;;;
fast;snel;;;;;
father;vader;;;;;
favourite;favoriet;;;;;
february;februari;;;;;
feel;voelen;;;;;
ferry;veerboot;;;;;
film;film;;;;;
final;laatste;;;;;
find;vinden;;;;;
fine;goed;;;;;
fingernail;vingernagel;;;;;
finish;afmaken;;;;;
firefighter;brandweerman;;;;;
fireworks;vuurwerk;;;;;
fish;vis;;;;;
fit;fit;;;;;
flat;appartement;;;;;
float;zweven;;;;;
fly;vliegen;;;;;
foggy;mistig;;;;;
follow;volgen;;;;;
forest;bos;;;;;
forget;vergeten;;;;;
france;frankrijk;;;;;
french;frans;;;;;
french;fransen;;;;;
friday;vrijdag;;;;;
fridge;koelkast;;;;;
fried;gebakken;;;;;
friend;vriend(in);;;;;
friendly;vriendelijk;;;;;
friendship;vriendschap;;;;;
frightened;bang;;;;;
frightening;eng;;;;;
frog;kikker;;;;;
funny;grappig;;;;;
further;verder;;;;;
galaxy;melkweg;;;;;
geography;aardrijkskunde;;;;;
german;duits;;;;;
german;duitser;;;;;
germany;duitsland;;;;;
ghost;geest;;;;;
good-looking;aantrekkelijk;;;;;
gorilla;gorilla;;;;;
gradually;geleidelijk;;;;;
grandfather;grootvader;;;;;
grandmother;grootmoeder;;;;;
grapes;druiven;;;;;
grilled;gegrild;;;;;
groovy!;gaaf!;;;;;
group;groep;;;;;
guess;raden;;;;;
guitar;gitaar;;;;;
gun;pistool;;;;;
guy;vent;;;;;
hamburger;hamburger;;;;;
handsome;knap;;;;;
hard;hard;;;;;
hate;haten;;;;;
head;hoofd;;;;;
headteacher;schoolhoofd;;;;;
healthy;gezond;;;;;
heavily;hard;;;;;
heavy;zwaar;;;;;
helicopter;helikopter;;;;;
help;helpen;;;;;
hero;held;;;;;
hiking;wandelen;;;;;
hip!;hip!;;;;;
hire;huren;;;;;
history;geschiedenis;;;;;
hit;slaan;;;;;
hit;succes;;;;;
homework;huiswerk;;;;;
honest;eerlijk;;;;;
horse-riding;paardrijden;;;;;
hospital;ziekenhuis;;;;;
hot;heet;;;;;
house;huis;;;;;
houseboat;woonboot;;;;;
housework;huishouden;;;;;
ice;ijs;;;;;
idea;idee;;;;;
imagination;verbeelding;;;;;
imitate;imiteren;;;;;
immigrant;immigrant;;;;;
important;belangrijk;;;;;
in;in;;;;;
information;informatie;;;;;
intelligent;intelligent;;;;;
interested;geïnteresseerd;;;;;
interesting;interessant;;;;;
inventor;uitvinder;;;;;
ironing;strijken;;;;;
island;eiland;;;;;
italian;italiaans;;;;;
italian;italiaan(se);;;;;
italy;italië;;;;;
jacket;jas;;;;;
january;januari;;;;;
japan;japan;;;;;
japanese;japans;;;;;
japanese;japanner;;;;;
jeans;spijkerbroek;;;;;
joke;grap;;;;;
journey;reis;;;;;
judge;jurylid;;;;;
july;juli;;;;;
jump;springen;;;;;
jumper;truki;;;;;
june;juni;;;;;
kayak;kajak;;;;;
kill;doden;;;;;
kind;aardig;;;;;
kiss;kussen;;;;;
know;kennen;;;;;
land;landen;;;;;
last;vorig;;;;;
late;laat;;;;;
laugh;lachen;;;;;
lawyer;advocaat;;;;;
lazy;lui;;;;;
learn;leren;;;;;
leather;leder;;;;;
leave;weggaan;;;;;
lesson;les;;;;;
letter;brief;;;;;
library;bibliotheek;;;;;
lift;optillen;;;;;
lonely;eenzaam;;;;;
look-alike;dubbelganger;;;;;
loudly;luid;;;;;
lovely;mooi;;;;;
luckily;gelukkig;;;;;
lucky;boffen;;;;;
mad;gek;;;;;
many;veel;;;;;
march;maart;;;;;
marry;trouwen;;;;;
maths;wiskunde;;;;;
may;mei;;;;;
meal;maaltijd;;;;;
mean;betekenen;;;;;
meat;vlees;;;;;
medal;medaille;;;;;
might;misschien;;;;;
milk;melk;;;;;
miserable;ellendig;;;;;
model;model;;;;;
monday;maandag;;;;;
money;geld;;;;;
month;maand;;;;;
mother;moeder;;;;;
mouse;muis;;;;;
much;veel;;;;;
museum;museum;;;;;
mushroom;champignon;;;;;
must;moeten;;;;;
nature;natuur;;;;;
near;dichtbij;;;;;
neat!;geweldig!;;;;;
necessary;noodzakelijk;;;;;
neighbour;buur;;;;;
nervous;nerveus;;;;;
never;nooit;;;;;
new;nieuw;;;;;
next;volgende;;;;;
nice;leuk;;;;;
nonsense;nonsens;;;;;
normal;normaal;;;;;
november;november;;;;;
now;nu;;;;;
nurse;verpleegster;;;;;
october;oktober;;;;;
often;vaak;;;;;
old;oud;;;;;
omelette;omelet;;;;;
on;op;;;;;
onion;ui;;;;;
open;openen;;;;;
orange;sinaasappel;;;;;
order;bestellen;;;;;
ordinary;gewoon;;;;;
organise;organiseren;;;;;
organised;georganiseerd;;;;;
overturn;omslaan;;;;;
paint;schilderen;;;;;
painter;schilder;;;;;
painting;schilderij;;;;;
paper;papier;;;;;
parent;ouder;;;;;
park;park;;;;;
parrot;papegaai;;;;;
pasta;pasta;;;;;
penfriend;pennevriend;;;;;
perfect;perfect;;;;;
phone;bellen;;;;;
photography;fotografie;;;;;
physics;natuurkunde;;;;;
picture;tekening;;;;;
pilot;piloot;;;;;
pizza;pizza;;;;;
plan;plan;;;;;
plan;plannen;;;;;
planet;planeet;;;;;
play;spelen;;;;;
poland;polen;;;;;
policeman;politieagent;;;;;
polish;pools;;;;;
politics;politiek;;;;;
poor;arm;;;;;
popular;populair;;;;;
postcard;prentkaart;;;;;
potato;aardappel;;;;;
pour;schenken;;;;;
practise;oefenen;;;;;
present;geschenk;;;;;
project;project;;;;;
pronounce;uitspreken;;;;;
pronunciation;uitspraak;;;;;
protect;beschermen;;;;;
push;duwen;;;;;
queue;rij;;;;;
quick;snel;;;;;
quiet;stil;;;;;
quietly;zacht;;;;;
rabbit;konijn;;;;;
race;wedstrÿd;;;;;
rain;regenen;;;;;
rain;regen;;;;;
reach;bereiken;;;;;
read;lezen;;;;;
ready;klaar;;;;;
recognise;herkennen;;;;;
record;opnemen;;;;;
record;record;;;;;
relax;ontspannen;;;;;
relaxed;ontspannen;;;;;
remember;herinneren;;;;;
reply;antwoorden;;;;;
reporter;verslaggever;;;;;
research;onderzoek;;;;;
resolution;voornemen;;;;;
restaurant;restaurant;;;;;
rice;rijst;;;;;
rich;rijk;;;;;
ride;rijden;;;;;
ring;rinkelen;;;;;
river;rivier;;;;;
rope;touw;;;;;
rude;onbeleefd;;;;;
ruler;liniaal;;;;;
run;rennen;;;;;
russia;rusland;;;;;
russian;russisch;;;;;
russian;rus;;;;;
safe;veilig;;;;;
sailing;zeilen;;;;;
salad;salade;;;;;
sand;zand;;;;;
sandwich;boterham;;;;;
saturday;zaterdag;;;;;
sauce;saus;;;;;
save;redden;;;;;
scarf;sjaal;;;;;
science;natuurwetenschap;;;;;
sea;zee;;;;;
seafood;zeevruchten;;;;;
secretary;secretaresse;;;;;
see;zien;;;;;
seem;lijken;;;;;
send;sturen;;;;;
september;september;;;;;
share;delen;;;;;
shark;haai;;;;;
shirt;overhemd;;;;;
shoe;schoen;;;;;
shop;winkel;;;;;
shopping;boodschappen;;;;;
short;kort;;;;;
shout;schreeuwen;;;;;
show;tonen;;;;;
shower;douche;;;;;
sighting;waarneming;;;;;
similar;gelijk;;;;;
singer;zanger;;;;;
sink;gootsteen;;;;;
sister;zus;;;;;
situation;situatie;;;;;
skateboarding;skateboarden;;;;;
skiing;skiën;;;;;
skirt;rok;;;;;
sleep;slapen;;;;;
slowly;langzaam;;;;;
small;klein;;;;;
smile;glimlachen;;;;;
snack;snack;;;;;
snake;slang;;;;;
snorkelling;snorkelen;;;;;
snow;sneeuwen;;;;;
snowboarding;snowboarden;;;;;
socks;sokken;;;;;
sofa;sofa;;;;;
some;sommige;;;;;
sometimes;soms;;;;;
songwriter;liedjesschrijver;;;;;
soup;soep;;;;;
souvenir;souvenir;;;;;
space;ruimte;;;;;
spaceship;ruimteschip;;;;;
spain;spanje;;;;;
spanish;spaans;;;;;
speak;praten;;;;;
sport;sport;;;;;
spring;lente;;;;;
start;beginnen;;;;;
station;station;;;;;
stay;blijven;;;;;
step;stap;;;;;
stop;stoppen;;;;;
street;straat;;;;;
strengthen;versterken;;;;;
student;student;;;;;
study;studeren;;;;;
subject;vak;;;;;
successful;geslaagd;;;;;
sugar;suiker;;;;;
summer;zomer;;;;;
sunbathing;zonnebaden;;;;;
sunday;zondag;;;;;
sunny;zonnig;;;;;
supermarket;supermarkt;;;;;
sure;zeker;;;;;
surfboard;surfplank;;;;;
surfing;surfen;;;;;
sweet;snoepje;;;;;
swim;zwemmen;;;;;
swimming;zwemmen;;;;;
swiss;zwitsers;;;;;
switzerland;zwitserland;;;;;
table;tafel;;;;;
take-away;afhaalmaaltijd;;;;;
talent;talent;;;;;
talented;getalenteerd;;;;;
tarantula;tarantula;;;;;
tea;thee;;;;;
teach;leren;;;;;
teacher;leraar;;;;;
team;team;;;;;
teenager;tiener;;;;;
telephone;telefoon;;;;;
television;televisie;;;;;
tell;vertellen;;;;;
tennis;tennis;;;;;
terrible;verschrikkelijk;;;;;
terrified;doodsbang;;;;;
test;test;;;;;
think;denken;;;;;
this;deze;;;;;
thursday;donderdag;;;;;
tidy;opruimen;;;;;
tie;stropdas;;;;;
tiger;tijger;;;;;
timetable;tijdschema;;;;;
tip;tip;;;;;
tired;moe;;;;;
tiring;vermoeiend;;;;;
today;vandaag;;;;;
toilet;toilet;;;;;
tomato;tomaat;;;;;
tomorrow;morgen;;;;;
touch;aanraken;;;;;
tourist;toerist;;;;;
train;trein;;;;;
translate;vertalen;;;;;
translation;vertaling;;;;;
travel;reizen;;;;;
tree;boom;;;;;
tree-house;boomhut;;;;;
try;proberen;;;;;
tuesday;dinsdag;;;;;
ugly;lelijk;;;;;
uncle;oom;;;;;
under;onder;;;;;
understand;begrijpen;;;;;
unfriendly;onvriendelijk;;;;;
unhappy;ongelukkig;;;;;
unhealthy;ongezond;;;;;
uniform;uniform;;;;;
universe;universum;;;;;
university;universiteit;;;;;
unkind;onaardig;;;;;
unusual;ongewoon;;;;;
usa;vs;;;;;
useful;nuttig;;;;;
usually;meestal;;;;;
valley;vallei;;;;;
vegetable;groente;;;;;
vet;dierenarts;;;;;
visit;bezoeken;;;;;
volleyball;volleybal;;;;;
volunteer;vrijwilliger;;;;;
waiter;ober;;;;;
walk;lopen;;;;;
want;willen;;;;;
warm;warm;;;;;
washing;was;;;;;
washing-up;afwas;;;;;
watch;bekijken;;;;;
wear;dragen;;;;;
wednesday;woensdag;;;;;
week;week;;;;;
weigh;wegen;;;;;
well;goed;;;;;
wheelchair;rolstoel;;;;;
wicked!;geweldig!;;;;;
win;winnen;;;;;
window;raam;;;;;
windsurfing;windsurfen;;;;;
windy;winderig;;;;;
winner;winnaar;;;;;
winter;winter;;;;;
work;werken;;;;;
world;wereld;;;;;
worse;erger;;;;;
writer;schrijver;;;;;
wrong;verkeerd;;;;;
yesterday;gisteren;;;;;
yoghurt;yoghurt;;;;;
young;jong;;;;;
accident;ongeluk;;;;;
accidental;onvoorzien;;;;;
ache;pijn;;;;;
act;acteren;;;;;
actor;acteur;;;;;
actress;actrice;;;;;
addicted;verslaafd;;;;;
addiction;verslaving;;;;;
adult;volwassene;;;;;
advice;advies;;;;;
afford;veroorloven;;;;;
airport;vliegveld;;;;;
album;album;;;;;
alive;leven;;;;;
allow;toestaan;;;;;
already;al;;;;;
ambulance;ziekenwagen;;;;;
ancient;oud;;;;;
angry;boos;;;;;
ankle;enkel;;;;;
antiseptic;ontsmettingsmiddel;;;;;
apartment;appartement;;;;;
archaeologist;archeoloog;;;;;
archaeology;archeologie;;;;;
architect;architect;;;;;
arrange;regelen;;;;;
artist;kunstenaar;;;;;
ash;as;;;;;
aspirin;aspirine;;;;;
athlete;atleet;;;;;
atmosphere;atmosfeer;;;;;
attack;aanvallen;;;;;
avalanche;lawine;;;;;
baby;baby;;;;;
badly;slecht;;;;;
baggy;flodderig;;;;;
bamboo;bamboe;;;;;
barbecue;barbeque;;;;;
barefoot;blootvoets;;;;;
baseball;honkbal;;;;;
beads;kralen;;;;;
binoculars;verrekijker;;;;;
biro;balpen;;;;;
bloke;gozer;;;;;
body;lichaam;;;;;
bottom;onderaan;;;;;
brain;hersenen;;;;;
breathe;ademen;;;;;
brilliant;fantastisch;;;;;
brilliantly;fantastisch;;;;;
building;gebouw;;;;;
bungalow;bungalow;;;;;
burn;branden;;;;;
button;knoop;;;;;
calculate;berekenen;;;;;
calculation;berekening;;;;;
cameramen;cameraman;;;;;
caravan;caravan;;;;;
career;carrière;;;;;
carry;dragen;;;;;
catch;halen;;;;;
cause;veroorzaken;;;;;
cave;grot;;;;;
century;eeuw;;;;;
ceramic;keramiek;;;;;
ceremony;ceremonie;;;;;
chat;kletsen;;;;;
chat;praatje;;;;;
chemical;chemisch;;;;;
chest;borst;;;;;
child;kind;;;;;
chimney;schoorsteen;;;;;
cholera;cholera;;;;;
cinema;bioscoop;;;;;
civilisation;beschaving;;;;;
clarinet;klarinet;;;;;
classical;klassiek;;;;;
cliff;klif;;;;;
climb;beklimmen;;;;;
clown;clown;;;;;
coal;steenkool;;;;;
coast;kust;;;;;
cold;koud;;;;;
comedy;komedie;;;;;
comic;stripboek;;;;;
common;gebruikelijk;;;;;
communicate;communiceren;;;;;
communication;communicatie;;;;;
competition;wedstrijd;;;;;
concert;concert;;;;;
confident;zelfverzekerd;;;;;
congratulations;gefeliciteerd;;;;;
connect;verbinden;;;;;
connection;verbinding;;;;;
control;besturen;;;;;
conversation;gesprek;;;;;
cook;koken;;;;;
coral;koraal;;;;;
cottage;plattelandshuisje;;;;;
country;land;;;;;
crash;crashen;;;;;
cruel;gemeen;;;;;
cyclist;fietser;;;;;
damage;letsel;;;;;
dangerous;gevaarlijk;;;;;
dead;dood;;;;;
decorated;gedecoreerd;;;;;
decorator;huisschilder;;;;;
deep;diep;;;;;
denim;spijkerstof;;;;;
dentist;tandarts;;;;;
destroy;vernietigen;;;;;
destruction;vernietiging;;;;;
detached;vrijstaand;;;;;
devil;duivel;;;;;
die;overlijden;;;;;
director;regisseur;;;;;
disappear;verdwijnen;;;;;
disaster;ramp;;;;;
disco;discotheek;;;;;
discovery;ontdekking;;;;;
disease;ziekte;;;;;
doctor;dokter;;;;;
download;downloaden;;;;;
drama;toneel;;;;;
dramatic;drastisch;;;;;
dream;droom;;;;;
driver;bestuurder;;;;;
drummer;drummer;;;;;
drums;drumstel;;;;;
dye;verven;;;;;
early;begin;;;;;
earn;verdienen;;;;;
earthquake;aardbeving;;;;;
easily;gemakkelijk;;;;;
educate;onderwijzen;;;;;
education;onderwijs;;;;;
elderly;ouder;;;;;
electronic;elektronisch;;;;;
elevator;lift;;;;;
emigrate;emigreren;;;;;
empire;rijk;;;;;
employee;werknemer;;;;;
entertain;amuseren;;;;;
entertainment;amusement;;;;;
environment;milieu;;;;;
equipment;benodigdheden;;;;;
event;gebeurtenis;;;;;
everyone;iedereen;;;;;
everything;alles;;;;;
everywhere;overal;;;;;
evil;kwaad;;;;;
examine;onderzoeken;;;;;
excellent;voortreffelijk;;;;;
excitement;opwinding;;;;;
exciting;spannend;;;;;
expedition;expeditie;;;;;
expensive;duur;;;;;
explanation;uitleg;;;;;
explore;ontdekken;;;;;
explorer;ontdekkingsreiziger;;;;;
eyesight;gezichtsvermogen;;;;;
fabric;stof;;;;;
face;gezicht;;;;;
fan;supporter;;;;;
far;ver;;;;;
farm;boerderij;;;;;
farmer;boer;;;;;
farmland;landbouwgrond;;;;;
fashionable;modieus;;;;;
fast;snel;;;;;
fence;hek;;;;;
figure;beeldje;;;;;
file;bestand;;;;;
fit;fit;;;;;
flag;vlag;;;;;
flame;vlam;;;;;
flat;flat;;;;;
flood;overstroming;;;;;
floor;vloer;;;;;
fluent;vloeiend;;;;;
fluently;vloeiend;;;;;
flute;dwarsfluit;;;;;
folk;volksmuziek;;;;;
fool;stommeling;;;;;
footballer;voetballer;;;;;
forget;vergeten;;;;;
fragile;breekbaar;;;;;
friendly;vriendelijk;;;;;
frightening;eng;;;;;
frown;fronsen;;;;;
frozen;bevroren;;;;;
fumes;gassen;;;;;
fun;leuk;;;;;
funny;grappig;;;;;
garage;garage;;;;;
garage;garagehouse;;;;;
garbage;vuilnis;;;;;
garden;tuin;;;;;
glad;blij;;;;;
good-humoured;goedgehumeurd;;;;;
grade;cijfer;;;;;
grow;groeien;;;;;
gunshot;geweerschot;;;;;
gymnastics;gymnastiek;;;;;
hairstyle;kapsel;;;;;
happily;gelukkig;;;;;
hard;moeilijk;;;;;
hate;haten;;;;;
headache;hoofdpijn;;;;;
headphones;koptelefoon;;;;;
health;gezondheid;;;;;
heart;hart;;;;;
helpful;nuttig;;;;;
herb;kruid;;;;;
hi-fi;hifi-geluidsinstallatie;;;;;
hit;succes;;;;;
hole;gat;;;;;
holiday;vakantie;;;;;
hope;hopen;;;;;
horrible;afschuwelijk;;;;;
horseshoe;hoefijzer;;;;;
hospital;ziekenhuis;;;;;
housework;huishouden;;;;;
huge;enorm;;;;;
hurricane;orkaan;;;;;
illness;ziekte;;;;;
image;beeld;;;;;
imagine;inbeelden;;;;;
importance;belang;;;;;
important;belangrijk;;;;;
improve;verbeteren;;;;;
improvement;verbetering;;;;;
increase;verhoging;;;;;
increase;verhogen;;;;;
independent;onafhankelijk;;;;;
informal;informeel;;;;;
information;informatie;;;;;
injure;bezeren;;;;;
injuries;verwonding;;;;;
ink;inkt;;;;;
inspiration;inspiratie;;;;;
intelligence;intelligentie;;;;;
intelligent;intelligent;;;;;
interesting;interessant;;;;;
interpersonal;intermenselijk;;;;;
invent;uitvinden;;;;;
invention;uitvinding;;;;;
inventor;uitvinder;;;;;
island;eiland;;;;;
it;it;;;;;
jazz;jazz;;;;;
joke;grap;;;;;
journalist;journalist;;;;;
journey;reis;;;;;
jump;springen;;;;;
jump;sprong;;;;;
jungle;oerwoud;;;;;
just;net;;;;;
keyboard;toetsenbord;;;;;
kid;kind;;;;;
kitten;poesje;;;;;
ladder;ladder;;;;;
landlord;huisbaas;;;;;
laptop;laptop;;;;;
laugh;lachen;;;;;
laughter;gelach;;;;;
leech;bloedzuiger;;;;;
let;laten;;;;;
liana;lianen;;;;;
life;leven;;;;;
lift;lift;;;;;
link;verbinding;;;;;
litter;rommel;;;;;
live;live;;;;;
logical;logisch;;;;;
longboat;sloep;;;;;
low;laag;;;;;
luckily;gelukkig;;;;;
lucky;boffen;;;;;
luxury;luxe;;;;;
lyrics;songtekst;;;;;
magazine;tijdschrift;;;;;
manage;runnen;;;;;
management;management;;;;;
manager;manager;;;;;
marriage;huwelijk;;;;;
mates;maatjes;;;;;
mathematical;wiskundig;;;;;
meal;maaltijd;;;;;
medical;medisch;;;;;
medicine;medicijnen;;;;;
melt;smelten;;;;;
member;lid;;;;;
memorable;gedenkwaardig;;;;;
memorise;onthouden;;;;;
memory;geheugen;;;;;
messy;slordig;;;;;
minimum;minimum;;;;;
mirror;spiegel;;;;;
moon;maan;;;;;
mountain;berg;;;;;
mouse;muis;;;;;
movie;film;;;;;
museum;museum;;;;;
musical;muzikaal;;;;;
musician;muzikant;;;;;
neck;nek;;;;;
nervous;nerveus;;;;;
nervously;nerveus;;;;;
net;internet;;;;;
noisy;luidruchtig;;;;;
note;aantekening;;;;;
nothing;niets;;;;;
nowhere;nergens;;;;;
nurse;verpleegster;;;;;
ocean;oceaan;;;;;
offer;aanbieden;;;;;
oil;olie;;;;;
outdoor;buiten;;;;;
owner;eigenaar;;;;;
pain;pijn;;;;;
painful;pijnlijk;;;;;
paparazzi;riooljournalist;;;;;
patient;patiënt;;;;;
pattern;patroon;;;;;
pavement;stoep;;;;;
penicillin;penicilline;;;;;
pensioner;gepensioneerde;;;;;
performance;uitvoering;;;;;
permission;toestemming;;;;;
photographer;fotograaf;;;;;
photography;fotografie;;;;;
physics;natuurkunde;;;;;
piano;piano;;;;;
planet;planeet;;;;;
poem;gedicht;;;;;
poet;dichter;;;;;
poetry;poëzie;;;;;
pole;paal;;;;;
pole;pool;;;;;
pollute;vervuilen;;;;;
pollution;vervuiling;;;;;
popular;populair;;;;;
population;bevolking;;;;;
practise;oefenen;;;;;
prepare;voorbereiden;;;;;
pretty;mooi;;;;;
print;drukken;;;;;
printer;printer;;;;;
professor;hoogleraar;;;;;
program;programma;;;;;
project;project;;;;;
promise;beloven;;;;;
protect;beschermen;;;;;
provide;bieden;;;;;
provider;provider;;;;;
psychological;psychologisch;;;;;
publish;publiceren;;;;;
punk;punk;;;;;
quickly;snel;;;;;
quiet;stil;;;;;
radioactive;radioactief;;;;;
rainforest;regenwoud;;;;;
rap;rap;;;;;
rave;houseparty;;;;;
receive;ontvangen;;;;;
receptionist;receptionist;;;;;
recorded;opgenomen;;;;;
recycle;recycleren;;;;;
recycling;recyclage;;;;;
refuse;weigeren;;;;;
reggae;reggae;;;;;
relax;ontspannen;;;;;
relaxed;ontspannen;;;;;
remains;overblijfselen;;;;;
remember;herinneren;;;;;
remind;herinneren;;;;;
renewable;herwinbaar;;;;;
rent;huur;;;;;
review;recensie;;;;;
revise;studeren;;;;;
rise;toenemen;;;;;
romance;romantiek;;;;;
romantic;romantisch;;;;;
roof;dak;;;;;
rope;touw;;;;;
royal;koninklijk;;;;;
rubbish;vuilnis;;;;;
ruins;ruïnes;;;;;
safe;veilig;;;;;
sand;zand;;;;;
save;redden;;;;;
saxophone;saxofoon;;;;;
scared;bang;;;;;
scenery;landschap;;;;;
scientist;wetenschapper;;;;;
screen;scherm;;;;;
script;script;;;;;
search;doorzoeken;;;;;
send;versturen;;;;;
settlement;nederzetting;;;;;
settler;kolonist;;;;;
shallow;ondiep;;;;;
ship;schip;;;;;
shipwreck;scheepswrak;;;;;
shoulder;schouder;;;;;
sidewalk;trottoir;;;;;
single;single;;;;;
sink;zinken;;;;;
site;site;;;;;
slim;slank;;;;;
smile;glimlachen;;;;;
snake;slang;;;;;
snowboarding;snowboarden;;;;;
software;software;;;;;
someone;iemand;;;;;
something;iets;;;;;
somewhere;ergens;;;;;
soon;binnenkort;;;;;
sore;pÿnlÿk;;;;;
soundtrack;soundtrack;;;;;
spill;morsen;;;;;
spirit;spook;;;;;
square;plein;;;;;
stage;podium;;;;;
stairs;trap;;;;;
star;ster;;;;;
stereo;stereo;;;;;
stereotype;stereotype;;;;;
stick;ophangen;;;;;
storyline;verhaallijn;;;;;
straight;recht;;;;;
streetcar;tram;;;;;
stressed;gestrest;;;;;
stressful;veeleisend;;;;;
strong;sterk;;;;;
stuff;spul;;;;;
stunt;stunt;;;;;
stuntwoman;stuntvrouw;;;;;
style;stijl;;;;;
submarine;onderzeeër;;;;;
subway;metro;;;;;
success;succes;;;;;
successful;geslaagd;;;;;
suck;zuigen;;;;;
suddenly;plotseling;;;;;
suntanned;gebruind;;;;;
superstition;bijgeloof;;;;;
superstitious;bijgelovig;;;;;
sure.;natuurlijk.;;;;;
surf;surfen;;;;;
surprise;verrassing;;;;;
synthesiser;synthesizer;;;;;
tablet;tablet;;;;;
techno;techno;;;;;
teenager;tiener;;;;;
temperature;temperatuur;;;;;
temple;tempel;;;;;
tent;tent;;;;;
terraced;rijtjeshuis;;;;;
terracotta;terracotta;;;;;
